Row,Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SBH,SBD,SBA,WHH,WHD,WHA,GB>2.5,GB<2.5,GBAHH,GBAHA,GBAH,,,,,,,,,
430,I2,04/04/04,Salernitana,Napoli,0,0,D,0,0,D,2.6,2.6,2.8,2.7,2.5,2.8,2.7,2.3,2.7,2.75,2.5,2.75,2.6,2.5,2.9,2.8,2.45,2.8,2.3,1.46,1.85,1.85,0,,,,,,,,,
431,I2,05/04/04,Atalanta,Ascoli,2,0,H,1,0,H,1.667,2.875,5.5,1.55,3,6.75,1.6,2.8,5,1.5,2.9,8,1.57,2.87,7,1.6,2.8,7,2,1.61,1.85,1.86,-1,,,,,,,,,
432,I2,05/04/04,Avellino,Verona,6,0,H,5,0,H,2.625,2.625,2.75,2.5,2.75,2.75,2.9,2.7,2.3,2.5,2.75,2.75,2.6,2.6,2.8,2.8,2.45,2.8,1.9,1.7,1.85,1.85,0,,,,,,,,,
433,I2,07/04/04,Salernitana,Piacenza,0,0,D,0,0,D,2.625,2.5,2.9,2.7,2.4,2.9,3,2.3,2.6,2.6,2.5,2.9,2.7,2.5,2.8,2.8,2.45,2.8,2.3,1.46,2.7,1.31,-0.5,,,,,,,,,
434,I2,10/04/04,Albinoleffe,Avellino,1,0,H,1,0,H,1.8,2.875,4.5,1.75,3.15,4.25,1.75,2.8,4,1.8,3.1,4,1.75,3,4.5,1.85,2.85,4.25,2.1,1.56,1.75,1.81,-0.5,,,,,,,,,
435,I2,10/04/04,Ascoli,Ternana,3,2,H,1,1,D,2.5,2.6,2.9,2.45,2.6,3,2.4,2.4,2.9,2.5,2.625,2.875,2.5,2.5,3.1,2.45,2.6,3,2,1.61,2.45,1.39,-0.5,,,,,,,,,
436,I2,10/04/04,Bari,Salernitana,3,0,H,1,0,H,1.909,2.625,4.5,1.85,2.65,4.75,1.8,2.5,4.5,1.909,2.5,4.5,2,2.5,4.33,2,2.5,4.5,2.1,1.56,1.85,1.7,-0.5,,,,,,,,,
437,I2,10/04/04,Catania,Torino,2,0,H,1,0,H,2.1,2.5,4,2.15,2.55,3.75,2.1,2.4,3.5,2.1,2.6,3.75,2.1,2.5,4,2.2,2.7,3.35,2.3,1.46,2.15,1.52,-0.5,,,,,,,,,
438,I2,10/04/04,Como,Atalanta,0,3,A,0,2,A,3.1,2.5,2.5,3.05,2.55,2.45,2.9,2.4,2.4,3,2.6,2.4,3.1,2.6,2.4,2.9,2.65,2.5,2.2,1.51,1.39,2.45,0.5,,,,,,,,,
439,I2,10/04/04,Genoa,Fiorentina,2,1,H,2,0,H,2.4,2.375,3.4,2.4,2.45,3.3,2.4,2.4,2.9,2.3,2.4,3.6,2.37,2.5,3.25,2.4,2.6,3.1,2.3,1.46,2.4,1.41,-0.5,,,,,,,,,
440,I2,10/04/04,Napoli,Palermo,1,1,D,1,1,D,3,2.2,3,,,,,,,3.1,2,3.1,2.87,2.25,3,3.05,2.1,3.05,,,2.95,1.26,-0.5,,,,,,,,,
441,I2,10/04/04,Piacenza,Pescara,2,1,H,0,0,D,1.533,3.25,6,1.45,3.3,7.5,1.45,3,6.5,1.5,3.2,6.5,1.5,3.25,6.5,1.5,3.25,6.75,2.2,1.51,1.45,2.25,-0.5,,,,,,,,,
442,I2,10/04/04,Treviso,Livorno,1,1,D,1,1,D,3,2.1,3.2,,,,,,,3.2,2.1,3.25,2.87,2.1,3.2,3.05,2.1,3.05,,,3.1,1.25,-0.5,,,,,,,,,
443,I2,10/04/04,Venezia,Cagliari,1,2,A,0,1,A,2.625,2.375,3.1,2.6,2.3,3.2,2.6,2.3,2.8,2.6,2.3,3.2,2.62,2.37,3.1,2.55,2.5,3,2,1.6,2.6,1.34,-0.5,,,,,,,,,
444,I2,10/04/04,Verona,Messina,0,0,D,0,0,D,3.1,2.5,2.5,2.85,2.5,2.65,2.9,2.4,2.4,2.9,2.5,2.6,2.87,2.5,2.62,2.7,2.6,2.7,2,1.61,1.33,2.65,0.5,,,,,,,,,
445,I2,10/04/04,Vicenza,Triestina,1,1,D,0,0,D,2.1,2.5,4,2.1,2.5,4,2.1,2.4,3.5,2.1,2.5,4,2.1,2.6,3.75,2.1,2.6,3.75,2.2,1.51,2.1,1.54,-0.5,,,,,,,,,
446,I2,16/04/04,Torino,Vicenza,1,1,D,1,1,D,,,,2.05,2.55,4,2.1,2.4,3.5,2.1,2.5,4,,,,2.05,2.6,3.95,2.1,1.56,2.05,1.56,-0.5,,,,,,,,,
447,I2,17/04/04,Ascoli,Piacenza,0,0,D,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,I2,17/04/04,Atalanta,Catania,3,0,H,1,0,H,1.61,2.9,6,1.6,3,6,1.6,2.8,5,1.57,3,6.5,,,,1.65,2.75,6.25,1.9,1.7,1.6,2,-0.5,,,,,,,,,
449,I2,17/04/04,Avellino,Fiorentina,0,1,A,0,1,A,,,,4.5,4,1.53,,,,,,,,,,,,,1.9,1.7,2.12,1.53,0.5,,,,,,,,,
450,I2,17/04/04,Livorno,Verona,3,0,H,2,0,H,1.4,3.5,8,1.4,3.55,7.7,1.45,3,6.4,1.44,3.4,7,,,,1.4,3.45,8,1.8,1.8,1.4,2.43,-0.5,,,,,,,,,
451,I2,17/04/04,Messina,Venezia,2,1,H,0,1,A,1.66,2.8,6,1.65,2.8,6,1.65,2.8,4.7,1.7,2.6,6,,,,1.6,2.9,6.25,1.85,1.74,1.65,1.91,-0.5,,,,,,,,,
452,I2,17/04/04,Palermo,Treviso,2,3,A,2,1,H,1.28,4.33,8.5,1.3,4.2,8.5,1.3,3.6,8,1.33,3.75,9,,,,1.25,4.45,9.5,1.7,1.9,1.3,2.81,-0.5,,,,,,,,,
453,I2,17/04/04,Pescara,Bari,2,0,H,0,0,D,2.25,2.6,3.4,2.25,2.52,3.5,2.3,2.5,2.9,2.2,2.5,3.6,,,,2.15,2.65,3.5,2,1.61,2.25,1.47,-0.5,,,,,,,,,
454,I2,17/04/04,Salernitana,Como,1,0,H,1,0,H,1.72,3,4.75,1.7,2.93,5,1.7,2.7,4.6,1.7,2.88,5,,,,1.75,2.8,5,2,1.61,1.7,1.85,-0.5,,,,,,,,,
455,I2,17/04/04,Ternana,Napoli,0,0,D,0,0,D,,,,1.95,2.4,5,2.2,2.1,4,1.8,2.38,6,,,,2,2.2,5.2,2.1,1.56,1.75,1.8,-0.5,,,,,,,,,
456,I2,17/04/04,Triestina,Genoa,2,1,H,1,0,H,,,,2.2,2.2,4.6,2.2,2.2,3.8,2.3,2.2,4,,,,2.15,2,5.5,2.1,1.56,2.2,1.49,-0.5,,,,,,,,,
457,I2,19/04/04,Cagliari,Albinoleffe,1,0,H,1,0,H,1.36,3.75,8,1.35,3.8,8,1.4,3.2,6.5,,,,,,,1.35,3.9,7.6,1.74,1.85,1.35,2.58,-0.5,,,,,,,,,
458,I2,23/04/04,Verona,Palermo,1,2,A,1,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,I2,24/04/04,Albinoleffe,Torino,2,2,D,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460,I2,24/04/04,Bari,Avellino,2,1,H,1,0,H,1.364,4,7,1.38,3.8,5.65,,,,,,,,,,1.35,4,7.2,1.7,1.9,1.38,2.27,-0.5,,,,,,,,,
461,I2,24/04/04,Catania,Pescara,2,0,H,0,0,D,1.8,2.6,5.5,1.8,2.6,5,,,,,,,,,,1.75,2.7,5.4,1.9,1.7,1.8,1.71,-0.5,,,,,,,,,
462,I2,24/04/04,Como,Triestina,0,0,D,0,0,D,3.4,2.8,2.1,3.25,2.8,2.1,,,,,,,,,,3.55,2.7,2.1,1.74,1.85,1.5,2.1,0.5,,,,,,,,,
463,I2,24/04/04,Genoa,Salernitana,1,2,A,0,0,D,1.667,2.5,8,1.65,2.3,9,,,,,,,,,,1.6,2.4,9.5,1.85,1.74,1.65,1.83,-0.5,,,,,,,,,
464,I2,24/04/04,Napoli,Atalanta,0,0,D,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,I2,24/04/04,Piacenza,Cagliari,1,2,A,0,1,A,2.25,2.2,4.333,2.25,2.2,4,,,,,,,,,,2.1,2.35,4.4,2.45,1.41,2.2,1.44,-0.5,,,,,,,,,
466,I2,24/04/04,Treviso,Ternana,1,1,D,1,1,D,2.1,2.375,4.333,2.1,2.4,4,,,,,,,,,,2.1,2.3,4.6,2.1,1.56,2.1,1.5,-0.5,,,,,,,,,
467,I2,24/04/04,Vicenza,Ascoli,2,3,A,1,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,I2,25/04/04,Fiorentina,Messina,2,0,H,1,0,H,1.8,2.6,5.5,1.8,2.6,5,,,,,,,,,,1.75,2.6,5.8,1.7,1.85,1.8,1.71,-0.5,,,,,,,,,
469,I2,25/04/04,Venezia,Livorno,3,2,H,2,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,I2,30/04/04,Atalanta,Vicenza,3,2,H,2,1,H,,,,,,,,,,,,,,,,1.25,4.25,10,,,,,,,,,,,,,,
471,I2,01/05/04,Ascoli,Catania,3,1,H,1,1,D,,,,,,,,,,,,,,,,2.05,2.45,4.2,,,,,,,,,,,,,,
472,I2,01/05/04,Avellino,Piacenza,1,3,A,0,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
473,I2,01/05/04,Cagliari,Bari,2,1,H,0,0,D,,,,1.38,3.55,7.5,,,,,,,,,,1.4,3.75,7,,,1.38,2.41,-0.5,,,,,,,,,
474,I2,01/05/04,Livorno,Fiorentina,2,0,H,2,0,H,,,,,,,,,,,,,,,,2.5,2,4.2,,,,,,,,,,,,,,
475,I2,01/05/04,Messina,Treviso,3,1,H,0,0,D,,,,1.42,3.55,6.5,,,,,,,,,,1.45,3.1,8,,,1.42,2.3,-0.5,,,,,,,,,
476,I2,01/05/04,Palermo,Genoa,3,1,H,2,0,H,,,,1.38,3.55,7.5,,,,,,,,,,1.45,3.15,8,,,1.38,2.41,-0.5,,,,,,,,,
477,I2,01/05/04,Salernitana,Albinoleffe,0,3,A,0,3,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,I2,01/05/04,Ternana,Triestina,1,0,H,1,0,H,,,,2.15,2.35,4,,,,,,,,,,2.2,2.35,4,,,2.15,1.48,-0.5,,,,,,,,,
479,I2,01/05/04,Torino,Verona,1,1,D,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,I2,01/05/04,Venezia,Como,3,1,H,3,0,H,,,,1.42,3.55,6.5,,,,,,,,,,1.4,3.5,7.5,,,1.42,2.3,,,,,,,,,,
481,I2,02/05/04,Pescara,Napoli,1,2,A,0,1,A,,,,1.98,2.35,4.65,,,,,,,,,,2.05,2.3,4.5,,,1.98,1.56,-0.5,,,,,,,,,
482,I2,07/05/04,Genoa,Messina,2,2,D,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
483,I2,08/05/04,Albinoleffe,Palermo,1,1,D,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,I2,08/05/04,Bari,Atalanta,2,1,H,0,1,A,,,,3,2,3,,,,2.75,2.2,2.875,,,,,,,,,,,,,,,,,,,,
485,I2,08/05/04,Catania,Livorno,0,3,A,0,0,D,,,,2.75,2.25,2.75,,,,2.8,2.2,2.8,,,,,,,,,,,,,,,,,,,,
486,I2,08/05/04,Como,Avellino,0,3,A,0,0,D,,,,1.75,2.65,5,,,,1.8,2.75,4,,,,,,,,,,,,,,,,,,,,
487,I2,08/05/04,Fiorentina,Ascoli,0,0,D,0,0,D,,,,1.26,4.5,10,,,,1.25,4,9,,,,,,,,,,,,,,,,,,,,
488,I2,08/05/04,Napoli,Venezia,1,1,D,0,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489,I2,08/05/04,Treviso,Salernitana,4,0,H,2,0,H,,,,2.25,1.85,5.5,,,,2.1,1.909,6,,,,,,,,,,,,,,,,,,,,
490,I2,08/05/04,Triestina,Torino,1,0,H,0,0,D,,,,1.85,2.2,5.65,,,,1.833,2.2,6,,,,,,,,,1.85,1.58,-0.5,,,,,,,,,
491,I2,08/05/04,Verona,Cagliari,1,2,A,1,1,D,,,,2.75,2.25,2.75,,,,2.875,2.2,2.75,,,,,,,,,,,,,,,,,,,,
492,I2,08/05/04,Vicenza,Pescara,1,1,D,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493,I2,09/05/04,Piacenza,Ternana,2,1,H,0,0,D,,,,1.78,2.7,4.6,,,,1.727,2.625,5,,,,,,,,,,,,,,,,,,,,
494,I2,14/05/04,Cagliari,Triestina,3,1,H,0,1,A,,,,1.45,3.25,6.3,,,,,,,,,,,,,,,1.45,2.14,-0.5,,,,,,,,,
495,I2,15/05/04,Ascoli,Verona,1,0,H,1,0,H,,,,1.95,2.4,4.5,,,,,,,,,,,,,,,1.95,1.57,-0.5,,,,,,,,,
496,I2,15/05/04,Como,Bari,1,3,A,0,2,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
497,I2,15/05/04,Messina,Albinoleffe,4,1,H,4,0,H,,,,1.33,3.5,8.5,,,,,,,,,,,,,,,1.33,2.48,-0.5,,,,,,,,,
498,I2,15/05/04,Napoli,Catania,2,3,A,0,2,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,I2,15/05/04,Palermo,Vicenza,3,0,H,2,0,H,,,,1.23,4,11,,,,,,,,,,,,,,,1.23,2.93,-0.5,,,,,,,,,
500,I2,15/05/04,Pescara,Treviso,1,2,A,0,1,A,,,,1.9,2.4,4.75,,,,,,,,,,,,,,,1.9,1.59,-0.5,,,,,,,,,
501,I2,15/05/04,Ternana,Salernitana,1,2,A,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502,I2,15/05/04,Torino,Piacenza,4,2,H,1,1,D,,,,2.85,2.25,2.8,,,,,,,,,,,,,,,1.26,2.8,0.5,,,,,,,,,
503,I2,15/05/04,Venezia,Fiorentina,0,2,A,0,1,A,,,,2.4,2.4,3.1,,,,,,,,,,,,,,,2.4,1.35,-0.5,,,,,,,,,
504,I2,16/05/04,Atalanta,Livorno,0,0,D,0,0,D,,,,2.25,2,4.75,,,,,,,,,,,,,,,2.25,1.41,-0.5,,,,,,,,,
505,I2,16/05/04,Avellino,Genoa,2,1,H,0,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
506,I2,22/05/04,Albinoleffe,Como,2,1,H,1,1,D,,,,1.2,4.25,9,,,,,,,,,,,,,,,,,,,,,,,,,,
507,I2,22/05/04,Avellino,Pescara,3,2,H,1,1,D,,,,2.45,3.3,2.15,,,,,,,,,,,,,,,,,,,,,,,,,,
508,I2,22/05/04,Bari,Catania,1,2,A,0,2,A,,,,1.27,3.75,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,
509,I2,22/05/04,Fiorentina,Napoli,2,1,H,0,1,A,,,,1.14,5,10,,,,,,,,,,,,,,,,,,,,,,,,,,
510,I2,22/05/04,Genoa,Cagliari,4,2,H,1,0,H,,,,2.85,1.65,4.15,,,,,,,,,,,,,,,,,,,,,,,,,,
511,I2,22/05/04,Livorno,Torino,3,1,H,2,1,H,,,,1.2,4.25,9,,,,,,,,,,,,,,,,,,,,,,,,,,
512,I2,22/05/04,Messina,Palermo,1,1,D,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513,I2,22/05/04,Salernitana,Venezia,2,0,H,0,0,D,,,,2.25,1.8,6,,,,,,,,,,,,,,,,,,,,,,,,,,
514,I2,22/05/04,Ternana,Atalanta,2,1,H,1,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,I2,22/05/04,Treviso,Vicenza,1,1,D,1,0,H,,,,2,1.8,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,
516,I2,22/05/04,Triestina,Ascoli,1,1,D,0,0,D,,,,2,2.15,5,,,,,,,,,,,,,,,,,,,,,,,,,,
517,I2,22/05/04,Verona,Piacenza,3,0,H,1,0,H,,,,2.65,2.55,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,
518,I2,29/05/04,Ascoli,Messina,2,1,H,1,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519,I2,29/05/04,Atalanta,Avellino,2,0,H,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520,I2,29/05/04,Cagliari,Salernitana,3,1,H,0,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
521,I2,29/05/04,Catania,Fiorentina,1,1,D,1,0,H,,,,3.25,2.85,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,
522,I2,29/05/04,Como,Genoa,1,3,A,1,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
523,I2,29/05/04,Napoli,Bari,0,0,D,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524,I2,29/05/04,Palermo,Triestina,3,1,H,2,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525,I2,29/05/04,Pescara,Albinoleffe,4,3,H,3,2,H,,,,1.7,3.2,4.2,,,,,,,,,,,,,,,1.7,1.82,-0.5,,,,,,,,,
526,I2,29/05/04,Piacenza,Livorno,1,3,A,0,0,D,,,,2.35,2.5,3.25,,,,,,,,,,,,,,,,,,,,,,,,,,
527,I2,29/05/04,Torino,Treviso,2,1,H,2,1,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,I2,29/05/04,Venezia,Verona,0,2,A,0,1,A,,,,2.1,2.5,4,,,,,,,,,,,,,,,,,,,,,,,,,,
529,I2,29/05/04,Vicenza,Ternana,1,2,A,0,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
530,I2,05/06/04,Albinoleffe,Ascoli,3,3,D,2,1,H,,,,1.85,2.15,7,,,,,,,,,,,,,,,,,,,,,,,,,,
531,I2,05/06/04,Avellino,Cagliari,2,3,A,2,1,H,,,,3,2.7,2.3,,,,,,,,,,,,,,,1.42,2.3,0.5,,,,,,,,,
532,I2,05/06/04,Bari,Piacenza,2,1,H,0,0,D,,,,1.7,3.65,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,
533,I2,05/06/04,Fiorentina,Torino,1,0,H,1,0,H,,,,1.25,4,10,,,,,,,,,,,,,,,1.25,2.86,-0.5,,,,,,,,,
534,I2,05/06/04,Genoa,Napoli,2,2,D,0,0,D,,,,1.65,2.35,8,,,,,,,,,,,,,,,1.65,1.82,-0.5,,,,,,,,,
535,I2,05/06/04,Livorno,Palermo,1,1,D,0,0,D,,,,2.25,2,5,,,,,,,,,,,,,,,2.25,1.41,-0.5,,,,,,,,,
536,I2,05/06/04,Messina,Como,3,0,H,2,0,H,,,,1.05,7.5,15,,,,,,,,,,,,,,,,,,,,,,,,,,
537,I2,05/06/04,Salernitana,Vicenza,0,0,D,0,0,D,,,,1.75,2.1,10,,,,,,,,,,,,,,,,,,,,,,,,,,
538,I2,05/06/04,Ternana,Venezia,5,2,H,4,1,H,,,,1.95,3.3,3,,,,,,,,,,,,,,,1.9,1.63,-0.5,,,,,,,,,
539,I2,05/06/04,Treviso,Atalanta,0,3,A,0,2,A,,,,5.75,3.55,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,
540,I2,05/06/04,Triestina,Catania,0,0,D,0,0,D,,,,2.05,2.3,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,
541,I2,05/06/04,Verona,Pescara,4,3,H,3,1,H,,,,1.61,3.6,5,,,,,,,,,,,,,,,1.6,1.94,-0.5,,,,,,,,,
542,I2,12/06/04,Ascoli,Treviso,2,2,D,1,0,H,,,,1.9,2.2,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,
543,I2,12/06/04,Atalanta,Salernitana,0,0,D,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
544,I2,12/06/04,Cagliari,Fiorentina,3,1,H,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545,I2,12/06/04,Catania,Avellino,2,0,H,0,0,D,,,,1.7,2.65,5,,,,,,,,,,,,,,,,,,,,,,,,,,
546,I2,12/06/04,Como,Verona,0,2,A,0,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
547,I2,12/06/04,Napoli,Albinoleffe,0,0,D,0,0,D,,,,1.87,2.15,6,,,,,,,,,,,,,,,,,,,,,,,,,,
548,I2,12/06/04,Palermo,Bari,3,0,H,2,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
549,I2,12/06/04,Pescara,Ternana,2,2,D,1,1,D,,,,2.65,2.5,2.55,,,,,,,,,,,,,,,,,,,,,,,,,,
550,I2,12/06/04,Piacenza,Genoa,4,4,D,3,2,H,,,,2.12,2.25,4,,,,,,,,,,,,,,,,,,,,,,,,,,
551,I2,12/06/04,Torino,Messina,1,3,A,0,2,A,,,,2,2.33,4.25,,,,,,,,,,,,,,,,,,,,,,,,,,
552,I2,12/06/04,Venezia,Triestina,1,0,H,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,I2,12/06/04,Vicenza,Livorno,2,2,D,0,0,D,,,,2.35,2.3,3.25,,,,,,,,,,,,,,,,,,,,,,,,,,
